Date,Adj Close,Close,High,Low,Open,Volume
2024-06-21,2931.7548828125,2946.550048828125,3040.0,2863.0,2963.800048828125,420948
2024-06-24,2977.57373046875,2992.60009765625,3010.0,2898.0,2934.050048828125,328116
2024-06-25,2956.728759765625,2971.64990234375,3069.949951171875,2950.0,3006.800048828125,409230
2024-06-26,2968.86767578125,2983.85009765625,3029.949951171875,2952.199951171875,2982.0,228986
2024-06-27,2999.164794921875,3014.300048828125,3099.0,2961.800048828125,3015.0,693922
2024-06-28,2986.32958984375,3001.39990234375,3052.0,2982.550048828125,3043.699951171875,192617
2024-07-01,3027.869873046875,3043.14990234375,3089.89990234375,2984.0,3001.050048828125,347764
2024-07-02,3074.18603515625,3089.699951171875,3198.10009765625,3001.0,3047.800048828125,1497013
2024-07-03,3159.107666015625,3175.050048828125,3210.0,3070.0,3102.0,544790
2024-07-04,3163.734130859375,3179.699951171875,3224.949951171875,3120.050048828125,3200.0,623284
2024-07-05,3373.376220703125,3390.39990234375,3655.0,3148.050048828125,3180.0,5253914
2024-07-08,3333.328369140625,3350.14990234375,3525.0,3305.0,3438.0,932704
2024-07-09,3253.2822265625,3269.699951171875,3404.949951171875,3176.25,3365.10009765625,1031686
2024-07-10,3188.70849609375,3204.800048828125,3320.0,3151.10009765625,3296.39990234375,526191
2024-07-11,3378.152099609375,3395.199951171875,3450.0,3200.0,3214.85009765625,1484096
2024-07-12,3333.576904296875,3350.39990234375,3487.0,3322.39990234375,3424.800048828125,635592
2024-07-15,3320.3935546875,3337.14990234375,3406.949951171875,3301.0,3364.10009765625,311983
2024-07-16,3287.80810546875,3304.39990234375,3365.050048828125,3266.35009765625,3340.449951171875,245823
2024-07-18,3136.62109375,3152.449951171875,3319.85009765625,3135.25,3306.949951171875,345290
2024-07-19,3150.948974609375,3166.85009765625,3266.0,3132.449951171875,3150.0,540706
2024-07-22,3176.7685546875,3192.800048828125,3246.699951171875,3064.949951171875,3149.0,294663
2024-07-23,3086.988037109375,3096.25,3224.0,2900.050048828125,3203.550048828125,402124
2024-07-24,3077.6162109375,3086.85009765625,3145.0,3061.0,3105.0,181036
2024-07-25,3383.79736328125,3393.949951171875,3435.0,3042.89990234375,3065.5,3101407
2024-07-26,3286.93798828125,3296.800048828125,3440.949951171875,3277.64990234375,3410.0,488367
2024-07-29,3342.42138671875,3352.449951171875,3410.949951171875,3301.699951171875,3319.0,426219
2024-07-30,3273.727783203125,3283.550048828125,3373.199951171875,3270.0,3350.0,470542
2024-07-31,3178.8623046875,3188.39990234375,3303.199951171875,3168.25,3286.949951171875,305036
2024-08-01,3157.02783203125,3166.5,3228.14990234375,3160.0,3198.39990234375,208346
2024-08-02,3153.089599609375,3162.550048828125,3199.0,3089.5,3100.0,241619
2024-08-05,2954.036865234375,2962.89990234375,3079.449951171875,2930.050048828125,3002.0,451375
2024-08-06,2844.914306640625,2853.449951171875,3095.949951171875,2836.050048828125,2990.0,344896
2024-08-07,2982.152587890625,2991.10009765625,3010.550048828125,2836.14990234375,2901.050048828125,281267
2024-08-08,2950.746826171875,2959.60009765625,3034.0,2950.0,2990.0,139457
2024-08-09,2951.79345703125,2960.64990234375,3019.89990234375,2936.050048828125,2990.0,165634
2024-08-12,2903.987060546875,2912.699951171875,2949.949951171875,2882.0,2940.64990234375,153774
2024-08-13,2987.885498046875,2996.85009765625,3096.89990234375,2894.800048828125,2929.89990234375,817800
2024-08-14,2914.754638671875,2923.5,2996.85009765625,2905.0,2996.85009765625,190527
2024-08-16,2911.6142578125,2920.35009765625,2991.449951171875,2910.0,2948.35009765625,217781
2024-08-19,2859.321044921875,2867.89990234375,2918.85009765625,2853.60009765625,2900.050048828125,333619
2024-08-20,2850.99609375,2859.550048828125,2889.050048828125,2836.60009765625,2870.0,152898
2024-08-21,2871.88330078125,2880.5,2929.39990234375,2840.050048828125,2868.949951171875,215664
2024-08-22,2861.8134765625,2870.39990234375,2911.0,2860.39990234375,2911.0,131803
2024-08-23,2872.680908203125,2881.300048828125,2895.0,2860.10009765625,2865.0,112864
2024-08-26,2856.97802734375,2865.550048828125,2906.5,2860.0,2882.949951171875,104418
2024-08-27,2864.505615234375,2873.10009765625,2889.64990234375,2864.75,2865.0,70613
2024-08-28,2863.25927734375,2871.85009765625,2899.89990234375,2860.0,2873.10009765625,82769
2024-08-29,2768.84228515625,2777.14990234375,2868.300048828125,2760.050048828125,2865.0,161008
2024-08-30,2795.961181640625,2804.35009765625,2849.949951171875,2735.0,2809.949951171875,329738
2024-09-02,2743.269287109375,2751.5,2809.949951171875,2745.25,2802.0,141974
2024-09-03,2728.912353515625,2737.10009765625,2833.85009765625,2722.550048828125,2778.949951171875,240483
2024-09-04,2763.608154296875,2771.89990234375,2834.0,2720.050048828125,2729.0,257598
2024-09-05,2784.44580078125,2792.800048828125,2818.60009765625,2756.35009765625,2784.0,89231
2024-09-06,2730.009033203125,2738.199951171875,2817.0,2732.0,2791.0,99063
2024-09-09,2718.343994140625,2726.5,2783.199951171875,2647.5,2712.35009765625,160724
2024-09-10,2727.6162109375,2735.800048828125,2791.0,2715.050048828125,2765.0,145127
2024-09-11,2688.134521484375,2696.199951171875,2732.0,2690.0,2732.0,83260
2024-09-12,2679.011962890625,2687.050048828125,2723.949951171875,2666.199951171875,2701.949951171875,161496
2024-09-13,2676.918212890625,2684.949951171875,2707.949951171875,2667.050048828125,2694.949951171875,82301
2024-09-16,2741.574462890625,2749.800048828125,2775.0,2656.14990234375,2696.800048828125,197255
2024-09-17,2689.181396484375,2697.25,2749.75,2680.050048828125,2749.75,94005
2024-09-18,2647.10791015625,2655.050048828125,2715.0,2646.89990234375,2693.949951171875,92872
2024-09-19,2519.341064453125,2526.89990234375,2688.800048828125,2509.5,2688.800048828125,279883
2024-09-20,2522.73095703125,2530.300048828125,2592.0,2456.0,2540.0,502907
2024-09-23,2551.793701171875,2559.449951171875,2639.89990234375,2535.800048828125,2552.550048828125,347556
2024-09-24,2495.263427734375,2502.75,2583.5,2496.5,2583.5,217362
2024-09-25,2495.76171875,2503.25,2542.199951171875,2472.0,2506.0,216942
2024-09-26,2436.68896484375,2444.0,2518.800048828125,2431.050048828125,2508.0,194847
2024-09-27,2376.07080078125,2383.199951171875,2496.0,2365.0,2493.75,373017
2024-09-30,2308.772705078125,2315.699951171875,2381.199951171875,2297.10009765625,2381.199951171875,448896
2024-10-01,2295.4130859375,2302.300048828125,2351.5,2292.64990234375,2320.0,325120
2024-10-03,2272.53173828125,2279.35009765625,2395.0,2254.0,2270.10009765625,448044
2024-10-04,2323.279296875,2330.25,2357.85009765625,2234.050048828125,2285.0,354662
2024-10-07,2231.454833984375,2238.14990234375,2364.0,2222.5,2339.0,248740
2024-10-08,2370.0390625,2377.14990234375,2388.699951171875,2217.300048828125,2237.0,321481
2024-10-09,2390.87646484375,2398.050048828125,2445.0,2379.0,2390.0,247115
2024-10-10,2489.580322265625,2497.050048828125,2525.0,2391.14990234375,2429.800048828125,509848
2024-10-11,2467.097900390625,2474.5,2513.64990234375,2455.0,2504.800048828125,197246
2024-10-14,2429.16162109375,2436.449951171875,2509.85009765625,2422.10009765625,2500.0,116209
2024-10-15,2505.482666015625,2513.0,2519.949951171875,2422.0,2439.800048828125,255649
2024-10-16,2523.478759765625,2531.050048828125,2547.0,2501.050048828125,2509.050048828125,170842
2024-10-17,2440.527587890625,2447.85009765625,2548.0,2430.39990234375,2548.0,159085
2024-10-18,2443.4189453125,2450.75,2481.0,2372.0,2448.0,136538
2024-10-21,2364.30615234375,2371.39990234375,2479.449951171875,2360.050048828125,2468.60009765625,122293
2024-10-22,2262.11279296875,2268.89990234375,2410.0,2251.0,2385.0,178467
2024-10-23,2230.408203125,2237.10009765625,2278.0,2175.64990234375,2268.89990234375,219298
2024-10-24,2251.9931640625,2258.75,2315.949951171875,2240.25,2247.0,125773
2024-10-25,2151.44482421875,2157.89990234375,2276.949951171875,2127.0,2250.0,238554
2024-10-28,2185.343017578125,2191.89990234375,2229.0,2116.5,2189.89990234375,158182
2024-10-29,2197.15771484375,2203.75,2239.14990234375,2186.199951171875,2191.89990234375,129296
2024-10-30,2471.0859375,2478.5,2519.0,2222.0,2222.0,3047651
2024-10-31,2412.611328125,2419.85009765625,2469.75,2385.050048828125,2465.0,368497
2024-11-01,2435.94140625,2443.25,2485.0,2413.199951171875,2440.0,72806
2024-11-04,2357.82568359375,2364.89990234375,2437.85009765625,2348.300048828125,2437.85009765625,136761
2024-11-05,2352.64111328125,2359.699951171875,2402.550048828125,2324.800048828125,2355.0,134602
2024-11-06,2411.6640625,2418.89990234375,2436.35009765625,2377.10009765625,2385.0,201980
2024-11-07,2385.54248046875,2392.699951171875,2458.949951171875,2380.14990234375,2425.0,148479
2024-11-08,2315.8017578125,2322.75,2408.5,2300.0,2396.85009765625,132134
2024-11-11,2175.72216796875,2182.25,2254.75,2150.0,2150.0,554522
2024-11-12,2253.837890625,2260.60009765625,2349.85009765625,2213.050048828125,2280.0,552146
2024-11-13,2165.652099609375,2172.14990234375,2260.0,2165.0,2260.0,174635
2024-11-14,2160.168701171875,2166.64990234375,2213.949951171875,2146.949951171875,2172.14990234375,162032
2024-11-18,2156.1806640625,2162.64990234375,2198.949951171875,2145.050048828125,2170.0,119899
2024-11-19,2284.495849609375,2291.35009765625,2324.25,2172.949951171875,2177.39990234375,661682
2024-11-21,2292.172607421875,2299.050048828125,2317.699951171875,2241.35009765625,2280.0,166565
2024-11-22,2276.170654296875,2283.0,2333.75,2265.050048828125,2323.0,138354
2024-11-25,2305.2333984375,2312.14990234375,2353.89990234375,2300.0,2313.050048828125,117506
2024-11-26,2350.547607421875,2357.60009765625,2408.0,2313.0,2320.0,203764
2024-11-27,2413.6083984375,2420.85009765625,2425.0,2352.25,2374.75,160791
2024-11-28,2459.4208984375,2466.800048828125,2574.64990234375,2414.199951171875,2420.0,443999
2024-11-29,2495.911376953125,2503.39990234375,2516.949951171875,2432.85009765625,2469.10009765625,155343
2024-12-02,2527.11767578125,2534.699951171875,2554.550048828125,2474.199951171875,2499.0,240835
2024-12-03,2513.20947265625,2520.75,2564.0,2501.0,2532.5,107876
2024-12-04,2660.766845703125,2668.75,2683.0,2542.050048828125,2549.800048828125,923878
2024-12-05,2625.4228515625,2633.300048828125,2693.300048828125,2620.300048828125,2671.60009765625,218978
2024-12-06,2591.674072265625,2599.449951171875,2649.800048828125,2581.0,2633.300048828125,146181
2024-12-09,2642.222412109375,2650.14990234375,2669.0,2576.14990234375,2595.0,160633
2024-12-10,2620.138671875,2628.0,2670.0,2595.300048828125,2662.5,90976
2024-12-11,2639.28125,2647.199951171875,2702.0,2611.050048828125,2611.050048828125,198080
2024-12-12,2593.568359375,2601.35009765625,2667.949951171875,2589.10009765625,2628.85009765625,101512
2024-12-13,2533.59814453125,2541.199951171875,2606.949951171875,2505.0,2595.0,168756
2024-12-16,2634.89453125,2642.800048828125,2664.85009765625,2543.5,2544.800048828125,258753
2024-12-17,2599.052001953125,2606.85009765625,2667.449951171875,2600.0,2640.0,123310
2024-12-18,2517.44677734375,2525.0,2603.0,2517.0,2602.949951171875,79880
2024-12-19,2480.25830078125,2487.699951171875,2529.0,2425.0,2425.0,110893
2024-12-20,2560.06884765625,2567.75,2592.800048828125,2471.0,2487.0,473554
2024-12-23,2473.229248046875,2480.64990234375,2595.0,2448.25,2579.300048828125,182839
2024-12-24,2479.959228515625,2487.39990234375,2580.0,2470.10009765625,2503.0,308365
2024-12-26,2476.02099609375,2483.449951171875,2529.5,2465.25,2499.0,112469
2024-12-27,2505.083984375,2512.60009765625,2549.0,2472.64990234375,2494.949951171875,89544
2024-12-30,2410.5673828125,2417.800048828125,2523.0,2402.0,2513.949951171875,105115
2024-12-31,2463.30908203125,2470.699951171875,2484.199951171875,2380.0,2390.0,90974
2025-01-01,2490.77685546875,2498.25,2509.35009765625,2463.60009765625,2470.60009765625,69178
2025-01-02,2483.34912109375,2490.800048828125,2513.89990234375,2475.85009765625,2508.800048828125,62934
2025-01-03,2477.815673828125,2485.25,2542.0,2477.89990234375,2490.800048828125,79116
2025-01-06,2337.785888671875,2344.800048828125,2521.0,2333.0,2520.0,138821
2025-01-07,2381.853515625,2389.0,2396.449951171875,2335.10009765625,2344.85009765625,82008
2025-01-08,2306.429931640625,2313.35009765625,2443.0,2300.0,2399.0,124360
2025-01-09,2303.638427734375,2310.550048828125,2354.949951171875,2300.300048828125,2310.050048828125,65431
2025-01-10,2227.5166015625,2234.199951171875,2325.0,2224.800048828125,2300.0,123898
2025-01-13,2082.7509765625,2089.0,2218.949951171875,2056.699951171875,2190.0,209284
2025-01-14,2142.621337890625,2149.050048828125,2170.0,2054.550048828125,2116.449951171875,161396
2025-01-15,2133.099853515625,2139.5,2192.25,2128.800048828125,2183.449951171875,77003
2025-01-16,2186.838623046875,2193.39990234375,2218.75,2160.0,2160.0,88969
2025-01-17,2274.2265625,2281.050048828125,2294.699951171875,2170.60009765625,2193.0,167575
2025-01-20,2352.541748046875,2359.60009765625,2369.85009765625,2264.800048828125,2286.300048828125,164854
2025-01-21,2289.181640625,2296.050048828125,2389.449951171875,2279.0,2359.25,103497
2025-01-22,2193.369140625,2199.949951171875,2291.199951171875,2150.0,2289.5,144877
2025-01-23,2177.716064453125,2184.25,2263.300048828125,2170.0,2202.25,133439
2025-01-24,2100.04931640625,2106.35009765625,2212.75,2096.050048828125,2189.35009765625,122410
2025-01-27,1974.0770263671875,1980.0,2097.699951171875,1971.0,2095.0,206079
2025-01-28,2059.81982421875,2066.0,2116.699951171875,1891.3499755859375,1985.4000244140625,326768
2025-01-29,2095.761962890625,2102.050048828125,2123.550048828125,2030.0,2030.0,109527
2025-01-30,2123.229736328125,2129.60009765625,2184.85009765625,2105.0,2105.5,114917
2025-01-31,2200.796630859375,2207.39990234375,2225.0,2109.10009765625,2118.0,140531
2025-02-01,2093.91748046875,2100.199951171875,2333.0,2062.0,2221.050048828125,321346
2025-02-03,1994.216552734375,2000.199951171875,2133.300048828125,1993.550048828125,2080.0,189417
2025-02-04,2018.6932373046875,2024.75,2047.1500244140625,1967.550048828125,2009.949951171875,158237
2025-02-05,2021.1358642578125,2027.199951171875,2083.0,2021.0,2025.75,124786
2025-02-06,1958.0252685546875,1963.9000244140625,2011.5,1958.0,2000.0,204969
2025-02-07,1919.042236328125,1924.800048828125,1954.5,1910.0,1950.0,137946
2025-02-10,1863.857666015625,1869.449951171875,1941.699951171875,1862.0,1920.050048828125,139770
2025-02-11,1761.4649658203125,1766.75,1874.3499755859375,1760.800048828125,1869.449951171875,249498
2025-02-12,1713.90771484375,1719.050048828125,1783.699951171875,1641.050048828125,1750.0,478061
2025-02-13,1678.2646484375,1683.300048828125,1788.699951171875,1672.550048828125,1701.050048828125,272567
2025-02-14,1601.19580078125,1606.0,1704.1500244140625,1600.0,1696.0999755859375,223348
2025-02-17,1513.9576416015625,1518.5,1625.3499755859375,1510.1500244140625,1609.75,420948
2025-02-18,1419.490966796875,1423.75,1547.449951171875,1412.199951171875,1525.0,455016
2025-02-19,1540.228759765625,1544.8499755859375,1632.550048828125,1405.4000244140625,1422.0,3170630
2025-02-20,1571.38525390625,1576.0999755859375,1619.0,1517.5999755859375,1542.0,554844
2025-02-21,1548.9525146484375,1553.5999755859375,1689.949951171875,1538.050048828125,1569.949951171875,945626
2025-02-24,1637.9854736328125,1642.9000244140625,1689.0,1501.0,1540.0,4145046
2025-02-25,1603.23974609375,1608.050048828125,1656.800048828125,1592.0,1640.3499755859375,528027
2025-02-27,1515.95166015625,1520.5,1619.0,1510.0,1613.0,418407
2025-02-28,1433.4490966796875,1437.75,1532.6500244140625,1415.050048828125,1499.1500244140625,876478
2025-03-03,1429.6107177734375,1433.9000244140625,1464.0,1351.1500244140625,1438.0,757831
2025-03-04,1407.3773193359375,1411.5999755859375,1462.5,1385.5,1400.0,892244
2025-03-05,1410.817138671875,1415.050048828125,1465.0,1392.0,1412.3499755859375,814104
2025-03-06,1416.848876953125,1421.0999755859375,1461.949951171875,1405.050048828125,1425.050048828125,520069
2025-03-07,1623.3792724609375,1628.25,1689.9000244140625,1417.5,1421.0999755859375,11515983
2025-03-10,1626.12109375,1631.0,1705.0,1580.0,1641.0999755859375,7416889
2025-03-11,1577.3175048828125,1582.050048828125,1635.199951171875,1551.1500244140625,1598.0,2372363
2025-03-12,1581.5548095703125,1586.300048828125,1646.0,1566.4000244140625,1599.949951171875,1536971
2025-03-13,1658.125,1663.0999755859375,1740.0,1558.1500244140625,1590.0,12843543
2025-03-17,1630.657470703125,1635.550048828125,1694.6500244140625,1618.0,1680.050048828125,2074821
2025-03-18,1630.657470703125,1635.550048828125,1635.550048828125,1635.550048828125,1635.550048828125,0
2025-03-19,1708.9227294921875,1714.050048828125,1785.949951171875,1653.5999755859375,1669.550048828125,5348683
2025-03-20,1683.897705078125,1688.949951171875,1764.0,1681.5,1744.0,1487691
2025-03-21,1708.2247314453125,1713.3499755859375,1746.0,1684.6500244140625,1715.0,1123578
2025-03-24,1733.10009765625,1738.300048828125,1819.949951171875,1728.0,1738.0,1725642
2025-03-25,1724.2764892578125,1729.449951171875,1776.0,1695.0,1764.550048828125,894547
2025-03-26,1687.586669921875,1692.6500244140625,1740.0,1676.0,1729.449951171875,573195
2025-03-27,1683.1998291015625,1688.25,1716.8499755859375,1659.1500244140625,1688.5,592876
2025-03-28,1684.8946533203125,1689.949951171875,1757.800048828125,1678.25,1695.199951171875,617604
2025-04-01,1691.1759033203125,1696.25,1724.9000244140625,1657.300048828125,1679.800048828125,461330
2025-04-02,1716.9984130859375,1722.1500244140625,1728.449951171875,1673.0999755859375,1696.8499755859375,366305
2025-04-03,1734.5457763671875,1739.75,1778.0,1695.050048828125,1700.0,715421
2025-04-04,1676.12109375,1681.1500244140625,1737.8499755859375,1658.0,1719.949951171875,435286
2025-04-07,1637.7860107421875,1642.699951171875,1654.0,1392.25,1392.25,656539
2025-04-08,1657.825927734375,1662.800048828125,1708.300048828125,1634.550048828125,1665.0,388675
2025-04-09,1622.7811279296875,1627.6500244140625,1669.800048828125,1605.0,1650.0,310223
2025-04-11,1676.9185791015625,1681.949951171875,1689.0,1641.699951171875,1656.800048828125,265985
2025-04-15,1873.080078125,1878.699951171875,1914.0,1694.5999755859375,1694.5999755859375,6862116
2025-04-16,1885.044189453125,1890.699951171875,1910.0,1855.699951171875,1879.0,1093121
2025-04-17,1891.7242431640625,1897.4000244140625,1913.0,1860.5999755859375,1889.0,543121
2025-04-21,1953.139892578125,1959.0,1965.0,1903.5999755859375,1909.0,739404
2025-04-22,2123.728271484375,2130.10009765625,2148.699951171875,1962.0,1965.0,4297678
2025-04-23,2164.904541015625,2171.39990234375,2190.0,2073.10009765625,2144.60009765625,1605266
2025-04-24,2146.5595703125,2153.0,2196.39990234375,2143.5,2170.699951171875,890609
2025-04-25,2080.3583984375,2086.60009765625,2156.699951171875,2030.0,2142.10009765625,1086995
2025-04-28,2229.5107421875,2236.199951171875,2285.89990234375,2051.0,2074.0,3965722
2025-04-29,2549.251220703125,2556.89990234375,2647.0,2230.199951171875,2238.0,7854903
2025-04-30,2479.16162109375,2486.60009765625,2621.89990234375,2450.0,2556.89990234375,2989856
2025-05-02,2314.05712890625,2321.0,2483.300048828125,2312.5,2480.0,1041718
2025-05-05,2278.5634765625,2285.39990234375,2340.0,2205.0,2332.0,1316590
2025-05-06,2188.234619140625,2194.800048828125,2376.0,2155.60009765625,2285.0,1009000
2025-05-07,2151.743896484375,2158.199951171875,2289.89990234375,2121.0,2180.0,968132
2025-05-08,2195.712158203125,2202.300048828125,2297.0,2185.5,2185.5,1140727
2025-05-09,2288.334228515625,2295.199951171875,2310.0,2145.0,2179.10009765625,1696374
2025-05-12,2378.862548828125,2386.0,2437.800048828125,2359.10009765625,2410.0,722582
2025-05-13,2477.865478515625,2485.300048828125,2505.0,2351.0,2388.60009765625,1064194
2025-05-14,2530.806640625,2538.39990234375,2640.0,2500.0,2500.0,1425514
2025-05-15,2617.147705078125,2625.0,2635.5,2529.89990234375,2548.0,752756
2025-05-16,2859.6201171875,2868.199951171875,2939.0,2650.39990234375,2654.0,2391599
2025-05-19,2793.319091796875,2801.699951171875,3141.699951171875,2780.0,3000.0,3727619
2025-05-20,2631.50439453125,2639.39990234375,2882.89990234375,2616.39990234375,2850.0,1497184
2025-05-21,2735.990966796875,2744.199951171875,2829.800048828125,2590.0,2657.89990234375,3672775
2025-05-22,2732.601318359375,2740.800048828125,2767.89990234375,2681.699951171875,2757.0,1072756
2025-05-23,2710.26806640625,2718.39990234375,2780.5,2682.10009765625,2775.0,792695
2025-05-26,2816.35009765625,2824.800048828125,2910.0,2717.800048828125,2730.0,2390879
2025-05-27,2805.3828125,2813.800048828125,2875.89990234375,2792.199951171875,2832.0,1045833
2025-05-28,2837.1875,2845.699951171875,2870.0,2801.800048828125,2824.60009765625,763508
2025-05-29,2852.84033203125,2861.39990234375,2930.0,2841.39990234375,2880.0,944240
2025-05-30,2839.679931640625,2848.199951171875,2920.0,2803.699951171875,2865.0,959867
2025-06-02,2938.483642578125,2947.300048828125,2972.0,2818.300048828125,2850.0,1961597
2025-06-03,2955.03369140625,2963.89990234375,3027.0,2933.300048828125,2960.0,1142851
2025-06-04,2976.27001953125,2985.199951171875,3043.89990234375,2911.89990234375,2960.0,1270764
2025-06-05,3161.8134765625,3171.300048828125,3209.89990234375,2974.0,3003.0,2898002
2025-06-06,3055.133544921875,3064.300048828125,3268.800048828125,3050.0,3200.0,1492426
2025-06-09,2945.063720703125,2953.89990234375,3110.10009765625,2942.0,3075.0,791544
2025-06-10,3114.056640625,3123.39990234375,3136.0,2960.0,2972.800048828125,1633605
2025-06-11,3018.74267578125,3027.800048828125,3139.0,2961.10009765625,3139.0,726518
2025-06-12,2921.2353515625,2930.0,3049.300048828125,2902.60009765625,3026.89990234375,601596
2025-06-13,2993.518310546875,3002.5,3025.0,2840.0,2840.199951171875,845827
2025-06-16,2951.943115234375,2960.800048828125,3059.0,2896.0,3015.39990234375,621057
2025-06-17,2990.328125,2999.300048828125,3048.5,2970.10009765625,2975.0,447542
2025-06-18,2992.22216796875,3001.199951171875,3065.0,2971.89990234375,3010.199951171875,501012
2025-06-19,2926.320068359375,2935.10009765625,3115.0,2901.699951171875,3005.89990234375,1129045
2025-06-20,2948.9521484375,2957.800048828125,2998.0,2906.10009765625,2943.0,590173
2025-06-23,3014.655029296875,3023.699951171875,3053.39990234375,2937.199951171875,2956.89990234375,624221
2025-06-24,2925.821533203125,2934.60009765625,3070.0,2922.0,3054.89990234375,442961
2025-06-25,2782.25244140625,2790.60009765625,2945.0,2775.0,2935.0,766545
2025-06-26,2853.937255859375,2862.5,2907.0,2804.89990234375,2804.89990234375,584660
2025-06-27,2815.55224609375,2824.0,2897.89990234375,2805.0,2873.5,324827
2025-06-30,2892.02294921875,2900.699951171875,2912.0,2839.699951171875,2856.60009765625,358820
2025-07-01,2920.338134765625,2929.10009765625,2964.89990234375,2895.0,2900.0,265534
2025-07-02,2944.8642578125,2953.699951171875,2962.39990234375,2913.0,2936.89990234375,244991
2025-07-03,2957.92529296875,2966.800048828125,3006.300048828125,2931.0,2960.0,242977
2025-07-04,2972.581298828125,2981.5,3025.5,2971.60009765625,3000.0,355175
2025-07-07,2954.036865234375,2962.89990234375,2980.0,2916.5,2972.0,177750
2025-07-08,2980.756591796875,2989.699951171875,2999.0,2921.0,2962.89990234375,264428
2025-07-09,3016.250244140625,3025.300048828125,3038.0,2975.39990234375,2980.0,245805
2025-07-10,2936.88818359375,2945.699951171875,3030.300048828125,2921.199951171875,3030.0,218156
2025-07-11,2840.577392578125,2849.10009765625,2968.0,2835.699951171875,2959.89990234375,248556
2025-07-14,2854.136474609375,2862.699951171875,2890.0,2811.0,2854.10009765625,228593
2025-07-15,2863.608154296875,2872.199951171875,2909.89990234375,2852.0,2862.699951171875,144830
2025-07-16,2884.54541015625,2893.199951171875,2909.39990234375,2848.0,2870.0,152962
2025-07-17,2886.938232421875,2895.60009765625,2909.89990234375,2880.0,2895.0,111067
2025-07-18,2749.251220703125,2757.5,2934.699951171875,2735.800048828125,2881.89990234375,380903
2025-07-21,2720.038818359375,2728.199951171875,2752.39990234375,2627.10009765625,2750.699951171875,406644
2025-07-22,2799.699951171875,2808.10009765625,2814.89990234375,2726.199951171875,2728.199951171875,231821
2025-07-23,2769.490478515625,2777.800048828125,2830.0,2746.5,2818.5,131953
2025-07-24,2772.3818359375,2780.699951171875,2802.89990234375,2753.699951171875,2788.0,109481
2025-07-25,2669.390869140625,2677.39990234375,2782.0,2670.89990234375,2780.699951171875,133065
2025-07-28,2563.907470703125,2571.60009765625,2724.5,2558.0,2670.10009765625,262341
2025-07-29,2576.6689453125,2584.39990234375,2625.0,2529.800048828125,2558.10009765625,186512
2025-07-30,2585.1435546875,2592.89990234375,2610.39990234375,2550.10009765625,2600.0,138633
2025-07-31,2633.0,2640.89990234375,2717.10009765625,2520.0,2530.0,308382
2025-08-01,2550.5,2550.5,2640.0,2541.39990234375,2640.0,143700
2025-08-04,2713.800048828125,2713.800048828125,2725.0,2525.699951171875,2540.10009765625,410942
2025-08-05,2661.39990234375,2661.39990234375,2735.0,2630.0,2725.0,235919
2025-08-06,2596.10009765625,2596.10009765625,2710.0,2585.0,2686.0,199422
2025-08-07,2569.60009765625,2569.60009765625,2626.89990234375,2542.10009765625,2590.0,192214
2025-08-08,2427.5,2427.5,2480.0,2351.0,2400.0,1034188
2025-08-11,2514.300048828125,2514.300048828125,2585.699951171875,2372.199951171875,2372.199951171875,701262
2025-08-12,2525.10009765625,2525.10009765625,2548.199951171875,2480.60009765625,2515.0,172009
2025-08-13,2506.0,2506.0,2584.0,2500.0,2537.10009765625,238354
2025-08-14,2517.5,2517.5,2527.89990234375,2501.60009765625,2510.0,121189
2025-08-18,2591.39990234375,2591.39990234375,2615.699951171875,2543.10009765625,2561.800048828125,249491
2025-08-19,2541.0,2541.0,2599.89990234375,2531.0,2598.0,190889
2025-08-20,2560.300048828125,2560.300048828125,2578.5,2505.60009765625,2552.10009765625,222892
2025-08-21,2599.89990234375,2599.89990234375,2610.89990234375,2538.10009765625,2560.300048828125,299982
2025-08-22,2590.60009765625,2590.60009765625,2680.89990234375,2560.10009765625,2598.0,252834
2025-08-25,2557.39990234375,2557.39990234375,2650.0,2548.699951171875,2639.0,156906
2025-08-26,2505.60009765625,2505.60009765625,2593.89990234375,2488.0,2552.10009765625,207037
2025-08-28,2425.800048828125,2425.800048828125,2498.199951171875,2417.0,2493.89990234375,128812
2025-08-29,2402.800048828125,2402.800048828125,2458.699951171875,2376.0,2430.0,141325
2025-09-01,2511.800048828125,2511.800048828125,2522.5,2407.0,2407.0,157657
2025-09-02,2545.5,2545.5,2597.0,2490.89990234375,2530.0,181835
2025-09-03,2546.5,2546.5,2590.39990234375,2527.89990234375,2545.5,86930
2025-09-04,2443.300048828125,2443.300048828125,2588.0,2430.10009765625,2588.0,193784
2025-09-05,2476.800048828125,2476.800048828125,2520.0,2415.199951171875,2454.0,189754
2025-09-08,2538.60009765625,2538.60009765625,2554.60009765625,2470.89990234375,2476.800048828125,140013
2025-09-09,2560.800048828125,2560.800048828125,2576.300048828125,2537.199951171875,2539.0,124075
2025-09-10,2568.60009765625,2568.60009765625,2587.39990234375,2538.199951171875,2566.10009765625,124129
2025-09-11,2576.89990234375,2576.89990234375,2689.0,2565.300048828125,2573.89990234375,493877
2025-09-12,2711.0,2711.0,2726.300048828125,2551.10009765625,2592.0,629024
2025-09-15,2717.199951171875,2717.199951171875,2834.89990234375,2685.10009765625,2750.0,759184
2025-09-16,2762.10009765625,2762.10009765625,2777.0,2686.0,2730.0,258985
